330 54285
0 240 4
0 241 5
0 242 -5
0 243 -4
0 244 -3
0 245 -2
0 246 -1
0 247 0
0 248 1
0 249 2
0 250 3
0 251 4
0 252 5
0 253 -5
0 254 -4
0 255 -3
0 256 -2
0 257 -1
0 258 0
0 259 1
0 260 2
0 261 3
0 262 4
0 263 5
0 264 -5
0 265 -4
0 266 -3
0 267 -2
0 268 -1
0 269 0
0 270 1
0 271 2
0 272 3
0 273 4
0 274 5
0 275 -5
0 276 -4
0 277 -3
0 278 -2
0 279 -1
0 280 0
0 281 1
0 282 2
0 283 3
0 284 4
0 285 5
0 286 -5
0 287 -4
0 288 -3
0 289 -2
0 290 -1
0 291 0
0 292 1
0 293 2
0 294 3
0 295 4
0 296 5
0 297 -5
0 298 -4
0 299 -3
0 300 -2
0 301 -1
0 302 0
0 303 1
0 304 2
0 305 3
0 306 4
0 307 5
0 308 -5
0 309 -4
0 310 -3
0 311 -2
0 312 -1
0 313 0
0 314 1
0 315 2
0 316 3
0 317 4
0 318 5
0 319 -5
0 320 -4
0 321 -3
0 322 -2
0 323 -1
0 324 0
0 325 1
0 326 2
0 327 3
0 328 4
0 329 5
1 2 -4
1 3 -3
1 4 -2
1 5 -1
1 6 0
1 7 1
1 8 2
1 9 3
1 10 4
1 11 5
1 12 -5
1 13 -4
1 14 -3
1 15 -2
1 16 -1
1 17 0
1 18 1
1 19 2
1 20 3
1 21 4
1 22 5
1 23 -5
1 24 -4
1 25 -3
1 26 -2
1 27 -1
1 28 0
1 29 1
1 30 2
1 31 3
1 32 4
1 33 5
1 34 -5
1 35 -4
1 36 -3
1 37 -2
1 38 -1
1 39 0
1 40 1
1 41 2
1 42 3
1 43 4
1 44 5
1 45 -5
1 46 -4
1 47 -3
1 48 -2
1 49 -1
1 50 0
1 51 1
1 52 2
1 53 3
1 54 4
1 55 5
1 56 -5
1 57 -4
1 58 -3
1 59 -2
1 60 -1
1 61 0
1 62 1
1 63 2
1 64 3
1 65 4
1 66 5
1 67 -5
1 68 -4
1 69 -3
1 70 -2
1 71 -1
1 72 0
1 73 1
1 74 2
1 75 3
1 76 4
1 77 5
1 78 -5
1 79 -4
1 80 -3
1 81 -2
1 82 -1
1 83 0
1 84 1
1 85 2
1 86 3
1 87 4
1 88 5
1 89 -5
1 90 -4
1 91 -3
1 92 -2
1 93 -1
1 94 0
1 95 1
1 96 2
1 97 3
1 98 4
1 99 5
1 100 -5
1 101 -4
1 102 -3
1 103 -2
1 104 -1
1 105 0
1 106 1
1 107 2
1 108 3
1 109 4
1 110 5
1 111 -5
1 112 -4
1 113 -3
1 114 -2
1 115 -1
1 116 0
1 117 1
1 118 2
1 119 3
1 120 4
1 121 5
1 122 -5
1 123 -4
1 124 -3
1 125 -2
1 126 -1
1 127 0
1 128 1
1 129 2
1 130 3
1 131 4
1 132 5
1 133 -5
1 134 -4
1 135 -3
1 136 -2
1 137 -1
1 138 0
1 139 1
1 140 2
1 141 3
1 142 4
1 143 5
1 144 -5
1 145 -4
1 146 -3
1 147 -2
1 148 -1
1 149 0
1 150 1
1 151 2
1 152 3
1 153 4
1 154 5
1 155 -5
1 156 -4
1 157 -3
1 158 -2
1 159 -1
1 160 0
1 161 1
1 162 2
1 163 3
1 164 4
1 165 5
1 166 -5
1 167 -4
1 168 -3
1 169 -2
1 170 -1
1 171 0
1 172 1
1 173 2
1 174 3
1 175 4
1 176 5
1 177 -5
1 178 -4
1 179 -3
1 180 -2
1 181 -1
1 182 0
1 183 1
1 184 2
1 185 3
1 186 4
1 187 5
1 188 -5
1 189 -4
1 190 -3
1 191 -2
1 192 -1
1 193 0
1 194 1
1 195 2
1 196 3
1 197 4
1 198 5
1 199 -5
1 200 -4
1 201 -3
1 202 -2
1 203 -1
1 204 0
1 205 1
1 206 2
1 207 3
1 208 4
1 209 5
1 210 -5
1 211 -4
1 212 -3
1 213 -2
1 214 -1
1 215 0
1 216 1
1 217 2
1 218 3
1 219 4
1 220 5
1 221 -5
1 222 -4
1 223 -3
1 224 -2
1 225 -1
1 226 0
1 227 1
1 228 2
1 229 3
1 230 4
1 231 5
1 232 -5
1 233 -4
1 234 -3
1 235 -2
1 236 -1
1 237 0
1 238 1
1 239 2
1 240 3
1 241 4
1 242 5
1 243 -5
1 244 -4
1 245 -3
1 246 -2
1 247 -1
1 248 0
1 249 1
1 250 2
1 251 3
1 252 4
1 253 5
1 254 -5
1 255 -4
1 256 -3
1 257 -2
1 258 -1
1 259 0
1 260 1
1 261 2
1 262 3
1 263 4
1 264 5
1 265 -5
1 266 -4
1 267 -3
1 268 -2
1 269 -1
1 270 0
1 271 1
1 272 2
1 273 3
1 274 4
1 275 5
1 276 -5
1 277 -4
1 278 -3
1 279 -2
1 280 -1
1 281 0
1 282 1
1 283 2
1 284 3
1 285 4
1 286 5
1 287 -5
1 288 -4
1 289 -3
1 290 -2
1 291 -1
1 292 0
1 293 1
1 294 2
1 295 3
1 296 4
1 297 5
1 298 -5
1 299 -4
1 300 -3
1 301 -2
1 302 -1
1 303 0
1 304 1
1 305 2
1 306 3
1 307 4
1 308 5
1 309 -5
1 310 -4
1 311 -3
1 312 -2
1 313 -1
1 314 0
1 315 1
1 316 2
1 317 3
1 318 4
1 319 5
1 320 -5
1 321 -4
1 322 -3
1 323 -2
1 324 -1
1 325 0
1 326 1
1 327 2
1 328 3
1 329 4
2 3 -4
2 4 -3
2 5 -2
2 6 -1
2 7 0
2 8 1
2 9 2
2 10 3
2 11 4
2 12 5
2 13 -5
2 14 -4
2 15 -3
2 16 -2
2 17 -1
2 18 0
2 19 1
2 20 2
2 21 3
2 22 4
2 23 5
2 24 -5
2 25 -4
2 26 -3
2 27 -2
2 28 -1
2 29 0
2 30 1
2 31 2
2 32 3
2 33 4
2 34 5
2 35 -5
2 36 -4
2 37 -3
2 38 -2
2 39 -1
2 40 0
2 41 1
2 42 2
2 43 3
2 44 4
2 45 5
2 46 -5
2 47 -4
2 48 -3
2 49 -2
2 50 -1
2 51 0
2 52 1
2 53 2
2 54 3
2 55 4
2 56 5
2 57 -5
2 58 -4
2 59 -3
2 60 -2
2 61 -1
2 62 0
2 63 1
2 64 2
2 65 3
2 66 4
2 67 5
2 68 -5
2 69 -4
2 70 -3
2 71 -2
2 72 -1
2 73 0
2 74 1
2 75 2
2 76 3
2 77 4
2 78 5
2 79 -5
2 80 -4
2 81 -3
2 82 -2
2 83 -1
2 84 0
2 85 1
2 86 2
2 87 3
2 88 4
2 89 5
2 90 -5
2 91 -4
2 92 -3
2 93 -2
2 94 -1
2 95 0
2 96 1
2 97 2
2 98 3
2 99 4
2 100 5
2 101 -5
2 102 -4
2 103 -3
2 104 -2
2 105 -1
2 106 0
2 107 1
2 108 2
2 109 3
2 110 4
2 111 5
2 112 -5
2 113 -4
2 114 -3
2 115 -2
2 116 -1
2 117 0
2 118 1
2 119 2
2 120 3
2 121 4
2 122 5
2 123 -5
2 124 -4
2 125 -3
2 126 -2
2 127 -1
2 128 0
2 129 1
2 130 2
2 131 3
2 132 4
2 133 5
2 134 -5
2 135 -4
2 136 -3
2 137 -2
2 138 -1
2 139 0
2 140 1
2 141 2
2 142 3
2 143 4
2 144 5
2 145 -5
2 146 -4
2 147 -3
2 148 -2
2 149 -1
2 150 0
2 151 1
2 152 2
2 153 3
2 154 4
2 155 5
2 156 -5
2 157 -4
2 158 -3
2 159 -2
2 160 -1
2 161 0
2 162 1
2 163 2
2 164 3
2 165 4
2 166 5
2 167 -5
2 168 -4
2 169 -3
2 170 -2
2 171 -1
2 172 0
2 173 1
2 174 2
2 175 3
2 176 4
2 177 5
2 178 -5
2 179 -4
2 180 -3
2 181 -2
2 182 -1
2 183 0
2 184 1
2 185 2
2 186 3
2 187 4
2 188 5
2 189 -5
2 190 -4
2 191 -3
2 192 -2
2 193 -1
2 194 0
2 195 1
2 196 2
2 197 3
2 198 4
2 199 5
2 200 -5
2 201 -4
2 202 -3
2 203 -2
2 204 -1
2 205 0
2 206 1
2 207 2
2 208 3
2 209 4
2 210 5
2 211 -5
2 212 -4
2 213 -3
2 214 -2
2 215 -1
2 216 0
2 217 1
2 218 2
2 219 3
2 220 4
2 221 5
2 222 -5
2 223 -4
2 224 -3
2 225 -2
2 226 -1
2 227 0
2 228 1
2 229 2
2 230 3
2 231 4
2 232 5
2 233 -5
2 234 -4
2 235 -3
2 236 -2
2 237 -1
2 238 0
2 239 1
2 240 2
2 241 3
2 242 4
2 243 5
2 244 -5
2 245 -4
2 246 -3
2 247 -2
2 248 -1
2 249 0
2 250 1
2 251 2
2 252 3
2 253 4
2 254 5
2 255 -5
2 256 -4
2 257 -3
2 258 -2
2 259 -1
2 260 0
2 261 1
2 262 2
2 263 3
2 264 4
2 265 5
2 266 -5
2 267 -4
2 268 -3
2 269 -2
2 270 -1
2 271 0
2 272 1
2 273 2
2 274 3
2 275 4
2 276 5
2 277 -5
2 278 -4
2 279 -3
2 280 -2
2 281 -1
2 282 0
2 283 1
2 284 2
2 285 3
2 286 4
2 287 5
2 288 -5
2 289 -4
2 290 -3
2 291 -2
2 292 -1
2 293 0
2 294 1
2 295 2
2 296 3
2 297 4
2 298 5
2 299 -5
2 300 -4
2 301 -3
2 302 -2
2 303 -1
2 304 0
2 305 1
2 306 2
2 307 3
2 308 4
2 309 5
2 310 -5
2 311 -4
2 312 -3
2 313 -2
2 314 -1
2 315 0
2 316 1
2 317 2
2 318 3
2 319 4
2 320 5
2 321 -5
2 322 -4
2 323 -3
2 324 -2
2 325 -1
2 326 0
2 327 1
2 328 2
2 329 3
3 4 -4
3 5 -3
3 6 -2
3 7 -1
3 8 0
3 9 1
3 10 2
3 11 3
3 12 4
3 13 5
3 14 -5
3 15 -4
3 16 -3
3 17 -2
3 18 -1
3 19 0
3 20 1
3 21 2
3 22 3
3 23 4
3 24 5
3 25 -5
3 26 -4
3 27 -3
3 28 -2
3 29 -1
3 30 0
3 31 1
3 32 2
3 33 3
3 34 4
3 35 5
3 36 -5
3 37 -4
3 38 -3
3 39 -2
3 40 -1
3 41 0
3 42 1
3 43 2
3 44 3
3 45 4
3 46 5
3 47 -5
3 48 -4
3 49 -3
3 50 -2
3 51 -1
3 52 0
3 53 1
3 54 2
3 55 3
3 56 4
3 57 5
3 58 -5
3 59 -4
3 60 -3
3 61 -2
3 62 -1
3 63 0
3 64 1
3 65 2
3 66 3
3 67 4
3 68 5
3 69 -5
3 70 -4
3 71 -3
3 72 -2
3 73 -1
3 74 0
3 75 1
3 76 2
3 77 3
3 78 4
3 79 5
3 80 -5
3 81 -4
3 82 -3
3 83 -2
3 84 -1
3 85 0
3 86 1
3 87 2
3 88 3
3 89 4
3 90 5
3 91 -5
3 92 -4
3 93 -3
3 94 -2
3 95 -1
3 96 0
3 97 1
3 98 2
3 99 3
3 100 4
3 101 5
3 102 -5
3 103 -4
3 104 -3
3 105 -2
3 106 -1
3 107 0
3 108 1
3 109 2
3 110 3
3 111 4
3 112 5
3 113 -5
3 114 -4
3 115 -3
3 116 -2
3 117 -1
3 118 0
3 119 1
3 120 2
3 121 3
3 122 4
3 123 5
3 124 -5
3 125 -4
3 126 -3
3 127 -2
3 128 -1
3 129 0
3 130 1
3 131 2
3 132 3
3 133 4
3 134 5
3 135 -5
3 136 -4
3 137 -3
3 138 -2
3 139 -1
3 140 0
3 141 1
3 142 2
3 143 3
3 144 4
3 145 5
3 146 -5
3 147 -4
3 148 -3
3 149 -2
3 150 -1
3 151 0
3 152 1
3 153 2
3 154 3
3 155 4
3 156 5
3 157 -5
3 158 -4
3 159 -3
3 160 -2
3 161 -1
3 162 0
3 163 1
3 164 2
3 165 3
3 166 4
3 167 5
3 168 -5
3 169 -4
3 170 -3
3 171 -2
3 172 -1
3 173 0
3 174 1
3 175 2
3 176 3
3 177 4
3 178 5
3 179 -5
3 180 -4
3 181 -3
3 182 -2
3 183 -1
3 184 0
3 185 1
3 186 2
3 187 3
3 188 4
3 189 5
3 190 -5
3 191 -4
3 192 -3
3 193 -2
3 194 -1
3 195 0
3 196 1
3 197 2
3 198 3
3 199 4
3 200 5
3 201 -5
3 202 -4
3 203 -3
3 204 -2
3 205 -1
3 206 0
3 207 1
3 208 2
3 209 3
3 210 4
3 211 5
3 212 -5
3 213 -4
3 214 -3
3 215 -2
3 216 -1
3 217 0
3 218 1
3 219 2
3 220 3
3 221 4
3 222 5
3 223 -5
3 224 -4
3 225 -3
3 226 -2
3 227 -1
3 228 0
3 229 1
3 230 2
3 231 3
3 232 4
3 233 5
3 234 -5
3 235 -4
3 236 -3
3 237 -2
3 238 -1
3 239 0
3 240 1
3 241 2
3 242 3
3 243 4
3 244 5
3 245 -5
3 246 -4
3 247 -3
3 248 -2
3 249 -1
3 250 0
3 251 1
3 252 2
3 253 3
3 254 4
3 255 5
3 256 -5
3 257 -4
3 258 -3
3 259 -2
3 260 -1
3 261 0
3 262 1
3 263 2
3 264 3
3 265 4
3 266 5
3 267 -5
3 268 -4
3 269 -3
3 270 -2
3 271 -1
3 272 0
3 273 1
3 274 2
3 275 3
3 276 4
3 277 5
3 278 -5
3 279 -4
3 280 -3
3 281 -2
3 282 -1
3 283 0
3 284 1
3 285 2
3 286 3
3 287 4
3 288 5
3 289 -5
3 290 -4
3 291 -3
3 292 -2
3 293 -1
3 294 0
3 295 1
3 296 2
3 297 3
3 298 4
3 299 5
3 300 -5
3 301 -4
3 302 -3
3 303 -2
3 304 -1
3 305 0
3 306 1
3 307 2
3 308 3
3 309 4
3 310 5
3 311 -5
3 312 -4
3 313 -3
3 314 -2
3 315 -1
3 316 0
3 317 1
3 318 2
3 319 3
3 320 4
3 321 5
3 322 -5
3 323 -4
3 324 -3
3 325 -2
3 326 -1
3 327 0
3 328 1
3 329 2
4 5 -4
4 6 -3
4 7 -2
4 8 -1
4 9 0
4 10 1
4 11 2
4 12 3
4 13 4
4 14 5
4 15 -5
4 16 -4
4 17 -3
4 18 -2
4 19 -1
4 20 0
4 21 1
4 22 2
4 23 3
4 24 4
4 25 5
4 26 -5
4 27 -4
4 28 -3
4 29 -2
4 30 -1
4 31 0
4 32 1
4 33 2
4 34 3
4 35 4
4 36 5
4 37 -5
4 38 -4
4 39 -3
4 40 -2
4 41 -1
4 42 0
4 43 1
4 44 2
4 45 3
4 46 4
4 47 5
4 48 -5
4 49 -4
4 50 -3
4 51 -2
4 52 -1
4 53 0
4 54 1
4 55 2
4 56 3
4 57 4
4 58 5
4 59 -5
4 60 -4
4 61 -3
4 62 -2
4 63 -1
4 64 0
4 65 1
4 66 2
4 67 3
4 68 4
4 69 5
4 70 -5
4 71 -4
4 72 -3
4 73 -2
4 74 -1
4 75 0
4 76 1
4 77 2
4 78 3
4 79 4
4 80 5
4 81 -5
4 82 -4
4 83 -3
4 84 -2
4 85 -1
4 86 0
4 87 1
4 88 2
4 89 3
4 90 4
4 91 5
4 92 -5
4 93 -4
4 94 -3
4 95 -2
4 96 -1
4 97 0
4 98 1
4 99 2
4 100 3
4 101 4
4 102 5
4 103 -5
4 104 -4
4 105 -3
4 106 -2
4 107 -1
4 108 0
4 109 1
4 110 2
4 111 3
4 112 4
4 113 5
4 114 -5
4 115 -4
4 116 -3
4 117 -2
4 118 -1
4 119 0
4 120 1
4 121 2
4 122 3
4 123 4
4 124 5
4 125 -5
4 126 -4
4 127 -3
4 128 -2
4 129 -1
4 130 0
4 131 1
4 132 2
4 133 3
4 134 4
4 135 5
4 136 -5
4 137 -4
4 138 -3
4 139 -2
4 140 -1
4 141 0
4 142 1
4 143 2
4 144 3
4 145 4
4 146 5
4 147 -5
4 148 -4
4 149 -3
4 150 -2
4 151 -1
4 152 0
4 153 1
4 154 2
4 155 3
4 156 4
4 157 5
4 158 -5
4 159 -4
4 160 -3
4 161 -2
4 162 -1
4 163 0
4 164 1
4 165 2
4 166 3
4 167 4
4 168 5
4 169 -5
4 170 -4
4 171 -3
4 172 -2
4 173 -1
4 174 0
4 175 1
4 176 2
4 177 3
4 178 4
4 179 5
4 180 -5
4 181 -4
4 182 -3
4 183 -2
4 184 -1
4 185 0
4 186 1
4 187 2
4 188 3
4 189 4
4 190 5
4 191 -5
4 192 -4
4 193 -3
4 194 -2
4 195 -1
4 196 0
4 197 1
4 198 2
4 199 3
4 200 4
4 201 5
4 202 -5
4 203 -4
4 204 -3
4 205 -2
4 206 -1
4 207 0
4 208 1
4 209 2
4 210 3
4 211 4
4 212 5
4 213 -5
4 214 -4
4 215 -3
4 216 -2
4 217 -1
4 218 0
4 219 1
4 220 2
4 221 3
4 222 4
4 223 5
4 224 -5
4 225 -4
4 226 -3
4 227 -2
4 228 -1
4 229 0
4 230 1
4 231 2
4 232 3
4 233 4
4 234 5
4 235 -5
4 236 -4
4 237 -3
4 238 -2
4 239 -1
4 240 0
4 241 1
4 242 2
4 243 3
4 244 4
4 245 5
4 246 -5
4 247 -4
4 248 -3
4 249 -2
4 250 -1
4 251 0
4 252 1
4 253 2
4 254 3
4 255 4
4 256 5
4 257 -5
4 258 -4
4 259 -3
4 260 -2
4 261 -1
4 262 0
4 263 1
4 264 2
4 265 3
4 266 4
4 267 5
4 268 -5
4 269 -4
4 270 -3
4 271 -2
4 272 -1
4 273 0
4 274 1
4 275 2
4 276 3
4 277 4
4 278 5
4 279 -5
4 280 -4
4 281 -3
4 282 -2
4 283 -1
4 284 0
4 285 1
4 286 2
4 287 3
4 288 4
4 289 5
4 290 -5
4 291 -4
4 292 -3
4 293 -2
4 294 -1
4 295 0
4 296 1
4 297 2
4 298 3
4 299 4
4 300 5
4 301 -5
4 302 -4
4 303 -3
4 304 -2
4 305 -1
4 306 0
4 307 1
4 308 2
4 309 3
4 310 4
4 311 5
4 312 -5
4 313 -4
4 314 -3
4 315 -2
4 316 -1
4 317 0
4 318 1
4 319 2
4 320 3
4 321 4
4 322 5
4 323 -5
4 324 -4
4 325 -3
4 326 -2
4 327 -1
4 328 0
4 329 1
5 6 -4
5 7 -3
5 8 -2
5 9 -1
5 10 0
5 11 1
5 12 2
5 13 3
5 14 4
5 15 5
5 16 -5
5 17 -4
5 18 -3
5 19 -2
5 20 -1
5 21 0
5 22 1
5 23 2
5 24 3
5 25 4
5 26 5
5 27 -5
5 28 -4
5 29 -3
5 30 -2
5 31 -1
5 32 0
5 33 1
5 34 2
5 35 3
5 36 4
5 37 5
5 38 -5
5 39 -4
5 40 -3
5 41 -2
5 42 -1
5 43 0
5 44 1
5 45 2
5 46 3
5 47 4
5 48 5
5 49 -5
5 50 -4
5 51 -3
5 52 -2
5 53 -1
5 54 0
5 55 1
5 56 2
5 57 3
5 58 4
5 59 5
5 60 -5
5 61 -4
5 62 -3
5 63 -2
5 64 -1
5 65 0
5 66 1
5 67 2
5 68 3
5 69 4
5 70 5
5 71 -5
5 72 -4
5 73 -3
5 74 -2
5 75 -1
5 76 0
5 77 1
5 78 2
5 79 3
5 80 4
5 81 5
5 82 -5
5 83 -4
5 84 -3
5 85 -2
5 86 -1
5 87 0
5 88 1
5 89 2
5 90 3
5 91 4
5 92 5
5 93 -5
5 94 -4
5 95 -3
5 96 -2
5 97 -1
5 98 0
5 99 1
5 100 2
5 101 3
5 102 4
5 103 5
5 104 -5
5 105 -4
5 106 -3
5 107 -2
5 108 -1
5 109 0
5 110 1
5 111 2
5 112 3
5 113 4
5 114 5
5 115 -5
5 116 -4
5 117 -3
5 118 -2
5 119 -1
5 120 0
5 121 1
5 122 2
5 123 3
5 124 4
5 125 5
5 126 -5
5 127 -4
5 128 -3
5 129 -2
5 130 -1
5 131 0
5 132 1
5 133 2
5 134 3
5 135 4
5 136 5
5 137 -5
5 138 -4
5 139 -3
5 140 -2
5 141 -1
5 142 0
5 143 1
5 144 2
5 145 3
5 146 4
5 147 5
5 148 -5
5 149 -4
5 150 -3
5 151 -2
5 152 -1
5 153 0
5 154 1
5 155 2
5 156 3
5 157 4
5 158 5
5 159 -5
5 160 -4
5 161 -3
5 162 -2
5 163 -1
5 164 0
5 165 1
5 166 2
5 167 3
5 168 4
5 169 5
5 170 -5
5 171 -4
5 172 -3
5 173 -2
5 174 -1
5 175 0
5 176 1
5 177 2
5 178 3
5 179 4
5 180 5
5 181 -5
5 182 -4
5 183 -3
5 184 -2
5 185 -1
5 186 0
5 187 1
5 188 2
5 189 3
5 190 4
5 191 5
5 192 -5
5 193 -4
5 194 -3
5 195 -2
5 196 -1
5 197 0
5 198 1
5 199 2
5 200 3
5 201 4
5 202 5
5 203 -5
5 204 -4
5 205 -3
5 206 -2
5 207 -1
5 208 0
5 209 1
5 210 2
5 211 3
5 212 4
5 213 5
5 214 -5
5 215 -4
5 216 -3
5 217 -2
5 218 -1
5 219 0
5 220 1
5 221 2
5 222 3
5 223 4
5 224 5
5 225 -5
5 226 -4
5 227 -3
5 228 -2
5 229 -1
5 230 0
5 231 1
5 232 2
5 233 3
5 234 4
5 235 5
5 236 -5
5 237 -4
5 238 -3
5 239 -2
5 240 -1
5 241 0
5 242 1
5 243 2
5 244 3
5 245 4
5 246 5
5 247 -5
5 248 -4
5 249 -3
5 250 -2
5 251 -1
5 252 0
5 253 1
5 254 2
5 255 3
5 256 4
5 257 5
5 258 -5
5 259 -4
5 260 -3
5 261 -2
5 262 -1
5 263 0
5 264 1
5 265 2
5 266 3
5 267 4
5 268 5
5 269 -5
5 270 -4
5 271 -3
5 272 -2
5 273 -1
5 274 0
5 275 1
5 276 2
5 277 3
5 278 4
5 279 5
5 280 -5
5 281 -4
5 282 -3
5 283 -2
5 284 -1
5 285 0
5 286 1
5 287 2
5 288 3
5 289 4
5 290 5
5 291 -5
5 292 -4
5 293 -3
5 294 -2
5 295 -1
5 296 0
5 297 1
5 298 2
5 299 3
5 300 4
5 301 5
5 302 -5
5 303 -4
5 304 -3
5 305 -2
5 306 -1
5 307 0
5 308 1
5 309 2
5 310 3
5 311 4
5 312 5
5 313 -5
5 314 -4
5 315 -3
5 316 -2
5 317 -1
5 318 0
5 319 1
5 320 2
5 321 3
5 322 4
5 323 5
5 324 -5
5 325 -4
5 326 -3
5 327 -2
5 328 -1
5 329 0
6 7 -4
6 8 -3
6 9 -2
6 10 -1
6 11 0
6 12 1
6 13 2
6 14 3
6 15 4
6 16 5
6 17 -5
6 18 -4
6 19 -3
6 20 -2
6 21 -1
6 22 0
6 23 1
6 24 2
6 25 3
6 26 4
6 27 5
6 28 -5
6 29 -4
6 30 -3
6 31 -2
6 32 -1
6 33 0
6 34 1
6 35 2
6 36 3
6 37 4
6 38 5
6 39 -5
6 40 -4
6 41 -3
6 42 -2
6 43 -1
6 44 0
6 45 1
6 46 2
6 47 3
6 48 4
6 49 5
6 50 -5
6 51 -4
6 52 -3
6 53 -2
6 54 -1
6 55 0
6 56 1
6 57 2
6 58 3
6 59 4
6 60 5
6 61 -5
6 62 -4
6 63 -3
6 64 -2
6 65 -1
6 66 0
6 67 1
6 68 2
6 69 3
6 70 4
6 71 5
6 72 -5
6 73 -4
6 74 -3
6 75 -2
6 76 -1
6 77 0
6 78 1
6 79 2
6 80 3
6 81 4
6 82 5
6 83 -5
6 84 -4
6 85 -3
6 86 -2
6 87 -1
6 88 0
6 89 1
6 90 2
6 91 3
6 92 4
6 93 5
6 94 -5
6 95 -4
6 96 -3
6 97 -2
6 98 -1
6 99 0
6 100 1
6 101 2
6 102 3
6 103 4
6 104 5
6 105 -5
6 106 -4
6 107 -3
6 108 -2
6 109 -1
6 110 0
6 111 1
6 112 2
6 113 3
6 114 4
6 115 5
6 116 -5
6 117 -4
6 118 -3
6 119 -2
6 120 -1
6 121 0
6 122 1
6 123 2
6 124 3
6 125 4
6 126 5
6 127 -5
6 128 -4
6 129 -3
6 130 -2
6 131 -1
6 132 0
6 133 1
6 134 2
6 135 3
6 136 4
6 137 5
6 138 -5
6 139 -4
6 140 -3
6 141 -2
6 142 -1
6 143 0
6 144 1
6 145 2
6 146 3
6 147 4
6 148 5
6 149 -5
6 150 -4
6 151 -3
6 152 -2
6 153 -1
6 154 0
6 155 1
6 156 2
6 157 3
6 158 4
6 159 5
6 160 -5
6 161 -4
6 162 -3
6 163 -2
6 164 -1
6 165 0
6 166 1
6 167 2
6 168 3
6 169 4
6 170 5
6 171 -5
6 172 -4
6 173 -3
6 174 -2
6 175 -1
6 176 0
6 177 1
6 178 2
6 179 3
6 180 4
6 181 5
6 182 -5
6 183 -4
6 184 -3
6 185 -2
6 186 -1
6 187 0
6 188 1
6 189 2
6 190 3
6 191 4
6 192 5
6 193 -5
6 194 -4
6 195 -3
6 196 -2
6 197 -1
6 198 0
6 199 1
6 200 2
6 201 3
6 202 4
6 203 5
6 204 -5
6 205 -4
6 206 -3
6 207 -2
6 208 -1
6 209 0
6 210 1
6 211 2
6 212 3
6 213 4
6 214 5
